-100,-100,0,1,6654.507936507936,63.0,1555.0,19717.0,19717.0,3886.0,1555.0,1555.0,2592.0,8837.0,5788.732921340681,19717.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
-100,-100,3,1,6291.50371308017,948.0,1009.0,19999.0,19999.0,4429.5,1009.0,1009.0,2767.0,7487.5,4860.344059371639,19999.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
-100,-100,4,1,6925.364716553289,441.0,1052.0,19847.0,19847.0,5772.0,1052.0,1052.0,4465.0,8639.0,4016.412829062029,19847.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
2,-100,0,1,7345.980392156863,51.0,2064.0,19717.0,19717.0,4936.0,2064.0,2064.0,2804.0,9756.0,6076.6711133323515,19717.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
2,-100,3,1,6628.639265605877,817.0,1051.0,19999.0,19999.0,4765.0,1051.0,1051.0,2935.0,8321.0,4972.838210591912,19999.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
2,-100,4,1,7198.231289398282,349.0,1052.0,19847.0,19847.0,6125.0,1052.0,1052.0,4639.0,8789.0,4034.5316888913785,19847.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
5,-100,0,1,3715.75,12.0,1555.0,10482.0,10482.0,2652.5,1555.0,1555.0,2164.0,2909.5,3063.978047779182,10482.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
5,-100,3,1,4188.9102290076335,131.0,1009.0,19859.0,19859.0,2795.0,1009.0,1009.0,2362.0,4508.0,3419.365847113819,19859.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
5,-100,4,1,5890.251304347826,92.0,1081.0,19845.0,19845.0,5314.0,1081.0,1081.0,2738.0,7939.0,3792.388261763123,19845.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
2,3,3,1,6628.639265605877,817.0,1051.0,19999.0,19999.0,4765.0,1051.0,1051.0,2935.0,8321.0,4972.838210591912,19999.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
5,3,3,1,4188.9102290076335,131.0,1009.0,19859.0,19859.0,2795.0,1009.0,1009.0,2362.0,4508.0,3419.365847113819,19859.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
-100,3,3,1,6291.50371308017,948.0,1009.0,19999.0,19999.0,4429.5,1009.0,1009.0,2767.0,7487.5,4860.344059371639,19999.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
2,4,4,1,7198.231289398282,349.0,1052.0,19847.0,19847.0,6125.0,1052.0,1052.0,4639.0,8789.0,4034.5316888913785,19847.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
5,4,4,1,5890.251304347826,92.0,1081.0,19845.0,19845.0,5314.0,1081.0,1081.0,2738.0,7939.0,3792.388261763123,19845.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
-100,4,4,1,6925.364716553289,441.0,1052.0,19847.0,19847.0,5772.0,1052.0,1052.0,4465.0,8639.0,4016.412829062029,19847.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
2,0,0,1,7345.980392156863,51.0,2064.0,19717.0,19717.0,4936.0,2064.0,2064.0,2804.0,9756.0,6076.6711133323515,19717.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
5,0,0,1,3715.75,12.0,1555.0,10482.0,10482.0,2652.5,1555.0,1555.0,2164.0,2909.5,3063.978047779182,10482.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
-100,0,0,1,6654.507936507936,63.0,1555.0,19717.0,19717.0,3886.0,1555.0,1555.0,2592.0,8837.0,5788.732921340681,19717.0,0.0,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.
