0,33.0,11.0
1,36.0,13.0
2,52.0,20.0
3,49.0,19.0
4,56.0,19.0
5,25.0,10.0
6,50.0,17.0
7,33.0,13.0
8,49.0,18.0
9,32.0,13.0
10,30.0,12.0
11,39.0,15.0
12,39.0,14.0
13,61.0,21.0
14,33.0,14.0
15,35.0,10.0
16,50.0,18.0
17,24.0,8.0
18,47.0,17.0
19,37.0,13.0
20,34.0,13.0
21,35.0,13.0
22,23.0,10.0
23,40.0,12.0
24,22.0,9.0
25,53.0,20.0
26,37.0,15.0
27,61.0,22.0
28,36.0,12.0
29,33.0,11.0
30,36.0,11.0
31,49.0,16.0
32,42.0,16.0
33,61.0,22.0
34,39.0,15.0
35,27.0,10.0
36,35.0,11.0
37,38.0,15.0
38,61.0,22.0
39,37.0,12.0
40,37.0,14.0
41,52.0,19.0
42,50.0,16.0
43,40.0,14.0
44,43.0,17.0
45,19.0,9.0
46,40.0,14.0
47,52.0,19.0
48,29.0,10.0
49,41.0,17.0
50,35.0,12.0
51,33.0,14.0
52,39.0,15.0
53,34.0,14.0
54,21.0,7.0
55,41.0,14.0
56,36.0,15.0
57,37.0,15.0
58,46.0,17.0
59,56.0,17.0
60,54.0,17.0
61,29.0,11.0
62,54.0,20.0
63,48.0,16.0
64,43.0,16.0
65,37.0,16.0
66,52.0,17.0
67,36.0,14.0
68,70.0,26.0
69,40.0,15.0
70,48.0,16.0
71,37.0,13.0
72,19.0,7.0
73,57.0,20.0
74,36.0,11.0
75,32.0,13.0
76,26.0,11.0
77,9.0,4.0
78,43.0,14.0
79,60.0,20.0
80,39.0,13.0
81,40.0,16.0
82,30.0,11.0
83,28.0,12.0
84,44.0,17.0
85,28.0,11.0
86,35.0,14.0
87,30.0,10.0
88,52.0,18.0
89,37.0,13.0
90,30.0,14.0
91,42.0,14.0
92,27.0,13.0
93,62.0,22.0
94,31.0,14.0
95,40.0,16.0
96,36.0,15.0
97,44.0,15.0
98,43.0,16.0
99,24.0,10.0
